txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
3896,c81e72,ETH,2017-10-15,BUY,5.84676350128813,0.30,2017-10-15 22:34:30.429408
3897,8f14e4,ETH,2017-10-15,BUY,7.96524167446538,0.30,2017-10-15 23:49:21.888452
3898,e4da3b,BTC,2017-10-16,BUY,4.49804629250206,0.30,2017-10-16 06:04:15.55922
3899,c9f0f8,BTC,2017-10-16,BUY,2.79994171909419,0.30,2017-10-16 07:06:27.005986
3900,aab323,ETH,2017-10-16,BUY,7.89990091165524,0.30,2017-10-16 07:59:32.828783
3901,6512bd,BTC,2017-10-16,BUY,3.39781251584174,0.30,2017-10-16 09:37:42.401659
3902,c20ad4,BTC,2017-10-16,BUY,7.41082585672014,0.30,2017-10-16 11:25:21.717624
3903,e4da3b,ETH,2017-10-16,BUY,2.81975140258002,0.16,2017-10-16 11:50:31.93137
3904,6512bd,BTC,2017-10-16,SELL,8.59681402972019,0.25,2017-10-16 11:55:20.791098
3905,a87ff6,ETH,2017-10-16,BUY,7.28572488082701,0.22,2017-10-16 12:20:26.259276
3906,6512bd,BTC,2017-10-16,BUY,9.67605378883359,0.30,2017-10-16 12:31:53.602272
3907,c81e72,ETH,2017-10-16,BUY,6.24893641792756,0.30,2017-10-16 14:30:54.080872
3908,c9f0f8,BTC,2017-10-16,BUY,0.309781507789744,0.24,2017-10-16 14:53:34.803616
3909,c4ca42,BTC,2017-10-16,SELL,7.69294150233822,0.30,2017-10-16 14:59:45.874287
3910,c81e72,ETH,2017-10-16,BUY,1.72199139383,0.30,2017-10-16 16:56:59.687517
3911,c9f0f8,BTC,2017-10-16,BUY,4.76697277435921,0.30,2017-10-16 17:34:55.810793
3912,c51ce4,BTC,2017-10-16,BUY,9.31523166880769,0.30,2017-10-16 18:20:47.387577
3913,aab323,BTC,2017-10-16,BUY,3.01165141012273,0.30,2017-10-16 18:44:57.735502
3914,c81e72,BTC,2017-10-16,BUY,1.08316852176319,0.30,2017-10-16 22:44:42.149815
3915,45c48c,ETH,2017-10-16,BUY,9.06951430771041,0.30,2017-10-16 22:58:33.137859
3916,167909,BTC,2017-10-17,BUY,3.27027714231125,0.30,2017-10-17 00:43:28.418377
3917,c20ad4,BTC,2017-10-17,BUY,5.02693551814883,0.30,2017-10-17 00:45:36.688681
3918,a87ff6,BTC,2017-10-17,BUY,9.68337275221696,0.27,2017-10-17 03:58:43.607399
3919,c4ca42,ETH,2017-10-17,BUY,0.505203942566546,0.03,2017-10-17 06:45:28.734136
3920,a87ff6,BTC,2017-10-17,BUY,8.23666866480625,0.30,2017-10-17 07:57:13.460375
3921,c51ce4,BTC,2017-10-17,SELL,6.16728622996217,0.30,2017-10-17 09:27:30.104315
3922,c4ca42,BTC,2017-10-17,BUY,5.82309500974436,0.30,2017-10-17 10:07:02.072244
3923,e4da3b,ETH,2017-10-17,BUY,2.30368791059316,0.27,2017-10-17 12:39:18.326438
3924,c4ca42,ETH,2017-10-17,BUY,5.81063035583544,0.30,2017-10-17 21:44:48.961728
3925,c81e72,BTC,2017-10-18,SELL,3.69444917956951,0.30,2017-10-18 07:19:13.296959
3926,aab323,ETH,2017-10-18,BUY,4.47769642653302,0.27,2017-10-18 08:29:27.974349
3927,e4da3b,BTC,2017-10-18,BUY,4.1059642563842,0.30,2017-10-18 11:13:46.610114
3928,6512bd,ETH,2017-10-18,BUY,2.5054164593173,0.30,2017-10-18 11:31:44.012892
3929,8f14e4,ETH,2017-10-18,SELL,5.49059493908,0.30,2017-10-18 12:39:05.085325
3930,d3d944,BTC,2017-10-18,BUY,0.016976681798262,0.17,2017-10-18 12:47:43.582454
3931,c81e72,ETH,2017-10-18,BUY,4.48788394704412,0.30,2017-10-18 13:28:12.57535
3932,c4ca42,ETH,2017-10-18,BUY,5.92181095876132,0.30,2017-10-18 13:42:24.984392
3933,c4ca42,BTC,2017-10-18,BUY,3.19299201582712,0.22,2017-10-18 15:00:45.7374
3934,c81e72,ETH,2017-10-18,BUY,4.3438214961105,0.30,2017-10-18 19:08:19.268403
3935,a87ff6,ETH,2017-10-18,BUY,2.41978887285395,0.30,2017-10-18 20:19:17.987996
3936,c4ca42,BTC,2017-10-18,BUY,1.19383918470202,0.19,2017-10-18 21:35:13.562256
3937,6512bd,BTC,2017-10-19,SELL,7.32053716489897,0.30,2017-10-19 01:12:51.605827
3938,c81e72,ETH,2017-10-19,SELL,5.41584179507932,0.30,2017-10-19 09:33:40.396417
3939,aab323,ETH,2017-10-19,BUY,7.71259833764237,0.01,2017-10-19 12:13:17.080149
3940,aab323,BTC,2017-10-19,BUY,6.28420026817739,0.30,2017-10-19 12:47:44.300139
3941,c9f0f8,ETH,2017-10-19,BUY,3.26320184058066,0.30,2017-10-19 16:17:52.259997
3942,aab323,ETH,2017-10-19,BUY,5.87043392119508,0.30,2017-10-19 16:45:12.570482
3943,c20ad4,ETH,2017-10-19,SELL,8.1508790680574,0.30,2017-10-19 18:44:27.184163
3944,d3d944,BTC,2017-10-19,BUY,4.85720871518989,0.30,2017-10-19 20:19:09.668678
3945,c51ce4,BTC,2017-10-19,BUY,7.37334081812765,0.12,2017-10-19 20:35:27.114687
3946,a87ff6,ETH,2017-10-19,BUY,8.35492967242811,0.25,2017-10-19 21:32:57.558922
3947,c4ca42,ETH,2017-10-19,BUY,8.95325957424728,0.30,2017-10-19 23:01:57.132169
3948,c4ca42,BTC,2017-10-20,SELL,7.03029999967352,0.30,2017-10-20 01:18:56.215332
3949,45c48c,BTC,2017-10-20,BUY,9.74915767737475,0.30,2017-10-20 02:04:47.523095
3950,8f14e4,ETH,2017-10-20,BUY,9.78732559077461,0.30,2017-10-20 02:21:53.986099
3951,6512bd,ETH,2017-10-20,BUY,2.11593894454221,0.30,2017-10-20 04:20:55.324345
3952,45c48c,BTC,2017-10-20,BUY,5.71064691385384,0.21,2017-10-20 04:48:53.906484
3953,c4ca42,ETH,2017-10-20,BUY,6.48181736110008,0.30,2017-10-20 06:11:06.757864
3954,45c48c,BTC,2017-10-20,BUY,6.84593225767227,0.30,2017-10-20 08:32:23.091586
3955,c20ad4,BTC,2017-10-20,BUY,1.00971068375184,0.30,2017-10-20 10:18:20.864037
3956,6512bd,BTC,2017-10-20,SELL,5.07710917253231,0.27,2017-10-20 14:11:00.967993
3957,d3d944,BTC,2017-10-20,BUY,2.17691963465246,0.30,2017-10-20 15:19:10.426322
3958,d3d944,BTC,2017-10-20,BUY,9.46312780683005,0.13,2017-10-20 16:01:20.667377
3959,c81e72,BTC,2017-10-20,BUY,2.58897732980483,0.30,2017-10-20 17:36:13.227275
3960,c51ce4,BTC,2017-10-20,SELL,1.20619180491904,0.30,2017-10-20 20:33:44.941748
3961,e4da3b,ETH,2017-10-20,BUY,7.62140049610704,0.30,2017-10-20 23:53:42.200862
3962,aab323,ETH,2017-10-21,BUY,4.86005005852473,0.30,2017-10-21 01:09:46.838125
3963,a87ff6,BTC,2017-10-21,BUY,9.41217505726282,0.30,2017-10-21 02:17:26.604301
3964,d3d944,BTC,2017-10-21,BUY,6.96711602371803,0.26,2017-10-21 05:25:20.453294
3965,c9f0f8,BTC,2017-10-21,BUY,8.10949672150532,0.05,2017-10-21 05:54:34.580067
3966,c9f0f8,BTC,2017-10-21,BUY,2.09139773624539,0.30,2017-10-21 06:10:00.363885
3967,c81e72,ETH,2017-10-21,SELL,3.59399497690472,0.30,2017-10-21 06:56:34.042908
3968,a87ff6,BTC,2017-10-21,BUY,6.07501678951632,0.26,2017-10-21 09:46:59.9895
3969,167909,BTC,2017-10-21,BUY,2.18147558326788,0.12,2017-10-21 11:57:23.568739
3970,c4ca42,ETH,2017-10-21,BUY,8.67869922551659,0.30,2017-10-21 12:51:18.859322
3971,c20ad4,BTC,2017-10-21,BUY,1.02244709727461,0.30,2017-10-21 14:09:13.943953
3972,c4ca42,BTC,2017-10-21,SELL,3.73133512689467,0.06,2017-10-21 15:21:04.038034
3973,167909,BTC,2017-10-21,BUY,7.79531204220572,0.30,2017-10-21 16:45:30.892537
3974,c51ce4,BTC,2017-10-21,BUY,0.197461681297817,0.30,2017-10-21 18:38:40.917459
3975,c4ca42,BTC,2017-10-21,BUY,8.49158928350104,0.30,2017-10-21 21:33:03.769498
3976,eccbc8,BTC,2017-10-21,BUY,6.59552119090247,0.28,2017-10-21 22:19:25.738038
3977,45c48c,BTC,2017-10-21,BUY,2.60780704073515,0.30,2017-10-21 22:49:11.707789
3978,167909,BTC,2017-10-22,BUY,0.0563665583481665,0.30,2017-10-22 00:58:41.877227
3979,c9f0f8,ETH,2017-10-22,BUY,6.05033085002677,0.30,2017-10-22 01:58:22.2946
3980,c4ca42,ETH,2017-10-22,BUY,7.76428658524683,0.30,2017-10-22 02:14:00.46714
3981,c20ad4,ETH,2017-10-22,BUY,0.976767875711282,0.30,2017-10-22 04:02:43.934754
3982,a87ff6,ETH,2017-10-22,BUY,5.6857780482942,0.30,2017-10-22 05:10:07.740176
3983,c9f0f8,BTC,2017-10-22,BUY,2.66616303360617,0.30,2017-10-22 07:43:45.761959
3984,167909,ETH,2017-10-22,SELL,0.160305298118182,0.18,2017-10-22 09:03:50.516902
3985,8f14e4,ETH,2017-10-22,BUY,7.90674982471774,0.30,2017-10-22 10:32:37.447964
3986,aab323,BTC,2017-10-22,BUY,8.7272582951363,0.30,2017-10-22 14:12:38.571022
3987,c81e72,ETH,2017-10-22,BUY,6.02321681444014,0.30,2017-10-22 14:37:55.001276
3988,e4da3b,BTC,2017-10-22,BUY,9.22561265325246,0.30,2017-10-22 14:43:48.22715
3989,c81e72,ETH,2017-10-22,SELL,4.8237002423441,0.21,2017-10-22 17:12:20.149391
3990,167909,BTC,2017-10-22,SELL,9.73033133387357,0.30,2017-10-22 17:25:36.458665
3991,aab323,ETH,2017-10-22,BUY,5.26683795920174,0.03,2017-10-22 18:08:54.881805
3992,e4da3b,BTC,2017-10-22,BUY,2.706562763174,0.30,2017-10-22 19:46:22.678006
3993,6512bd,ETH,2017-10-22,SELL,6.46499933958506,0.30,2017-10-22 20:42:13.846231
3994,167909,ETH,2017-10-22,BUY,1.04295829026373,0.19,2017-10-22 21:04:59.211902
3995,c51ce4,BTC,2017-10-23,BUY,3.87730183485782,0.30,2017-10-23 03:07:54.426913
3996,a87ff6,BTC,2017-10-23,BUY,8.4117338602476,0.30,2017-10-23 04:20:15.255423
3997,6512bd,ETH,2017-10-23,BUY,3.9108898630462,0.30,2017-10-23 10:56:01.85783
3998,d3d944,BTC,2017-10-23,BUY,7.32406077477659,0.30,2017-10-23 11:34:29.716608
3999,c4ca42,ETH,2017-10-23,SELL,5.79259019122016,0.30,2017-10-23 12:32:06.351488
4000,c4ca42,BTC,2017-10-23,BUY,2.64483491157808,0.30,2017-10-23 12:54:32.443141
4001,d3d944,BTC,2017-10-23,BUY,9.88820087559947,0.07,2017-10-23 16:58:41.643912
4002,c51ce4,BTC,2017-10-23,SELL,4.90189727496603,0.30,2017-10-23 20:10:57.109497
4003,a87ff6,BTC,2017-10-23,BUY,0.824738737731145,0.13,2017-10-23 22:51:51.921935
4004,45c48c,ETH,2017-10-24,BUY,0.452731019030956,0.30,2017-10-24 00:29:35.109395
4005,e4da3b,ETH,2017-10-24,BUY,6.63597264071274,0.30,2017-10-24 01:51:53.299743
4006,c81e72,ETH,2017-10-24,BUY,4.03215577411682,0.30,2017-10-24 02:07:14.204093
4007,d3d944,ETH,2017-10-24,SELL,1.92122634966967,0.30,2017-10-24 03:42:20.484939
4008,a87ff6,BTC,2017-10-24,SELL,8.95689359795465,0.30,2017-10-24 04:15:55.574979
4009,c4ca42,BTC,2017-10-24,BUY,4.79769096785237,0.08,2017-10-24 06:29:24.538708
4010,a87ff6,ETH,2017-10-24,BUY,3.86567881202399,0.30,2017-10-24 06:31:43.246072
4011,eccbc8,BTC,2017-10-24,BUY,9.36502127372062,0.30,2017-10-24 06:52:41.767813
4012,6512bd,BTC,2017-10-24,BUY,6.90659005238604,0.23,2017-10-24 07:52:13.908583
4013,c4ca42,ETH,2017-10-24,BUY,3.75742604469625,0.30,2017-10-24 09:08:41.787874
4014,eccbc8,ETH,2017-10-24,BUY,3.63731009807896,0.26,2017-10-24 10:48:27.215757
4015,c20ad4,BTC,2017-10-24,BUY,0.60908973340478,0.30,2017-10-24 12:32:47.646158
4016,aab323,ETH,2017-10-24,BUY,5.74980938163957,0.30,2017-10-24 12:59:07.388454
4017,6512bd,ETH,2017-10-24,BUY,0.931971496643804,0.30,2017-10-24 14:26:03.972655
4018,eccbc8,ETH,2017-10-24,BUY,3.12466350377012,0.29,2017-10-24 15:30:51.867106
4019,c51ce4,ETH,2017-10-24,SELL,2.89945284583599,0.30,2017-10-24 15:49:17.015761
4020,6512bd,BTC,2017-10-24,BUY,1.69968381987207,0.30,2017-10-24 17:04:59.833011
4021,c4ca42,BTC,2017-10-24,BUY,6.92441599206152,0.30,2017-10-24 20:32:22.276709
4022,c4ca42,ETH,2017-10-24,BUY,8.89886614553955,0.30,2017-10-24 21:37:14.796183
4023,c4ca42,ETH,2017-10-25,SELL,7.55457826145797,0.30,2017-10-25 00:13:42.300991
4024,c9f0f8,BTC,2017-10-25,BUY,9.89516151399979,0.14,2017-10-25 04:07:39.720842
4025,8f14e4,ETH,2017-10-25,BUY,8.65165158538115,0.30,2017-10-25 07:13:23.215858
4026,c20ad4,BTC,2017-10-25,BUY,3.2210297099812,0.30,2017-10-25 10:27:41.533098
4027,e4da3b,BTC,2017-10-25,SELL,2.99203200151414,0.24,2017-10-25 10:59:20.285309
4028,a87ff6,BTC,2017-10-25,SELL,1.24235625612105,0.03,2017-10-25 13:32:18.726099
4029,a87ff6,BTC,2017-10-25,BUY,7.23272678333462,0.30,2017-10-25 14:24:45.357964
4030,aab323,ETH,2017-10-25,BUY,6.68308464700896,0.30,2017-10-25 14:56:09.914155
4031,d3d944,BTC,2017-10-25,BUY,0.120895855352607,0.30,2017-10-25 15:00:00.317378
4032,c4ca42,BTC,2017-10-25,BUY,9.09845245259472,0.30,2017-10-25 15:17:02.533247
4033,c81e72,ETH,2017-10-25,SELL,7.2481503235672,0.11,2017-10-25 15:46:51.282828
4034,d3d944,ETH,2017-10-25,BUY,9.22286253406167,0.30,2017-10-25 16:26:11.025168
4035,8f14e4,ETH,2017-10-25,BUY,2.08544548343003,0.30,2017-10-25 16:43:40.172858
4036,c20ad4,ETH,2017-10-25,SELL,2.04404428991044,0.07,2017-10-25 21:28:47.450357
4037,a87ff6,BTC,2017-10-25,BUY,1.39146068956169,0.30,2017-10-25 23:13:00.140549
4038,167909,BTC,2017-10-25,BUY,6.30556215202656,0.02,2017-10-25 23:44:46.462595
4039,aab323,ETH,2017-10-26,BUY,4.0594757415305,0.24,2017-10-26 01:20:52.835365
4040,c81e72,ETH,2017-10-26,BUY,7.0338676838718,0.09,2017-10-26 02:16:07.473766
4041,c20ad4,ETH,2017-10-26,BUY,6.27119476281361,0.30,2017-10-26 07:58:52.347764
4042,eccbc8,ETH,2017-10-26,SELL,0.98367515590521,0.30,2017-10-26 11:09:43.022635
4043,c51ce4,ETH,2017-10-26,BUY,1.69431989913225,0.30,2017-10-26 12:20:38.365189
4044,6512bd,BTC,2017-10-26,BUY,4.87838019671376,0.30,2017-10-26 12:57:58.180533
4045,6512bd,BTC,2017-10-26,SELL,9.42922426785135,0.30,2017-10-26 13:55:22.283284
4046,c81e72,ETH,2017-10-26,SELL,8.70023177831104,0.30,2017-10-26 14:46:25.378924
4047,e4da3b,BTC,2017-10-26,BUY,1.43535599120131,0.16,2017-10-26 16:11:31.633807
4048,d3d944,BTC,2017-10-26,BUY,9.28368066377171,0.30,2017-10-26 18:15:08.12511
4049,c4ca42,BTC,2017-10-26,BUY,6.26584488256459,0.30,2017-10-26 18:21:15.339314
4050,c9f0f8,BTC,2017-10-26,BUY,3.97583993661623,0.18,2017-10-26 18:23:11.805556
4051,8f14e4,ETH,2017-10-26,BUY,5.66469508257757,0.30,2017-10-26 22:07:22.972665
4052,6512bd,ETH,2017-10-26,BUY,0.731938075083285,0.17,2017-10-26 23:03:49.092411
4053,c4ca42,BTC,2017-10-26,BUY,5.93545242319788,0.28,2017-10-26 23:19:56.165435
4054,8f14e4,BTC,2017-10-27,BUY,8.7255552028795,0.24,2017-10-27 04:40:00.15802
4055,6512bd,ETH,2017-10-27,SELL,2.25405581635219,0.02,2017-10-27 04:59:21.282501
4056,d3d944,BTC,2017-10-27,BUY,8.26561798098989,0.30,2017-10-27 06:05:11.187646
4057,c51ce4,BTC,2017-10-27,BUY,9.3163479408474,0.10,2017-10-27 06:34:25.652223
4058,a87ff6,BTC,2017-10-27,BUY,8.50188868512706,0.30,2017-10-27 09:55:08.319811
4059,c81e72,ETH,2017-10-27,SELL,1.62642783528899,0.30,2017-10-27 10:04:05.81186
4060,aab323,BTC,2017-10-27,SELL,5.30115339316271,0.09,2017-10-27 13:12:16.697087
4061,c81e72,BTC,2017-10-27,BUY,9.14611324032034,0.04,2017-10-27 13:34:12.665259
4062,eccbc8,ETH,2017-10-27,BUY,3.03159678044995,0.30,2017-10-27 14:33:54.939619
4063,a87ff6,BTC,2017-10-27,BUY,0.1817091937993,0.30,2017-10-27 14:49:19.601033
4064,8f14e4,BTC,2017-10-27,BUY,4.00799250418569,0.30,2017-10-27 21:39:05.906072
4065,e4da3b,BTC,2017-10-27,BUY,2.19761876861515,0.03,2017-10-27 21:54:20.12364
4066,c4ca42,ETH,2017-10-28,BUY,8.4815258773148,0.30,2017-10-28 02:01:45.310227
4067,c81e72,ETH,2017-10-28,BUY,6.55299957703864,0.17,2017-10-28 02:05:00.823643
4068,167909,ETH,2017-10-28,BUY,1.79628268144892,0.30,2017-10-28 04:26:57.872015
4069,d3d944,BTC,2017-10-28,BUY,5.6794939879806,0.30,2017-10-28 06:53:51.558328
4070,c4ca42,ETH,2017-10-28,BUY,8.78828616452186,0.30,2017-10-28 07:12:08.553749
4071,eccbc8,BTC,2017-10-28,BUY,3.79453400339155,0.06,2017-10-28 11:47:56.750216
4072,d3d944,BTC,2017-10-28,BUY,4.3824970973083,0.30,2017-10-28 12:03:37.986117
4073,c4ca42,BTC,2017-10-28,BUY,8.2440056152161,0.19,2017-10-28 13:45:06.422027
4074,c4ca42,BTC,2017-10-28,BUY,9.18980768800619,0.30,2017-10-28 15:23:39.910221
4075,a87ff6,ETH,2017-10-28,BUY,7.83651494277397,0.30,2017-10-28 17:26:17.719666
4076,45c48c,BTC,2017-10-28,BUY,4.58968721616994,0.30,2017-10-28 18:53:02.205994
4077,6512bd,BTC,2017-10-28,BUY,7.16282429724924,0.08,2017-10-28 21:20:54.457363
4078,eccbc8,ETH,2017-10-28,BUY,1.63435870466611,0.30,2017-10-28 23:07:25.934174
4079,c81e72,BTC,2017-10-29,BUY,5.44816073233203,0.30,2017-10-29 01:57:17.396794
4080,e4da3b,BTC,2017-10-29,BUY,6.3356831547279,0.28,2017-10-29 02:08:15.135623
4081,eccbc8,ETH,2017-10-29,BUY,7.80177132444354,0.30,2017-10-29 07:56:45.318581
4082,d3d944,ETH,2017-10-29,SELL,0.87933807504978,0.30,2017-10-29 12:23:54.46022
4083,c51ce4,BTC,2017-10-29,SELL,8.0902067101476,0.30,2017-10-29 18:21:23.016348
4084,aab323,ETH,2017-10-29,BUY,7.72512964566868,0.19,2017-10-29 20:04:07.96283
4085,eccbc8,BTC,2017-10-29,BUY,6.53156819850413,0.30,2017-10-29 21:27:11.30526
4086,45c48c,ETH,2017-10-29,BUY,3.91227269668217,0.30,2017-10-29 21:34:54.331373
4087,c51ce4,ETH,2017-10-29,SELL,3.74620887562688,0.30,2017-10-29 22:06:36.26414
4088,6512bd,BTC,2017-10-29,BUY,4.47386255101311,0.30,2017-10-29 22:37:55.724089
4089,c4ca42,ETH,2017-10-30,BUY,3.19555030703679,0.30,2017-10-30 01:56:04.357592
4090,167909,BTC,2017-10-30,SELL,7.32966201646359,0.14,2017-10-30 02:19:10.559481
4091,aab323,BTC,2017-10-30,BUY,0.297444049006224,0.30,2017-10-30 07:17:21.586177
4092,45c48c,BTC,2017-10-30,BUY,7.62745966093927,0.30,2017-10-30 07:20:09.412335
4093,8f14e4,BTC,2017-10-30,SELL,7.25626040185805,0.25,2017-10-30 13:13:49.939477
4094,c20ad4,ETH,2017-10-30,BUY,1.0923225081623,0.30,2017-10-30 13:58:17.424323
4095,6512bd,ETH,2017-10-30,BUY,6.67377534699209,0.30,2017-10-30 16:39:51.299859
4096,6512bd,BTC,2017-10-30,BUY,3.38310809630801,0.30,2017-10-30 16:41:34.024045
4097,8f14e4,BTC,2017-10-30,SELL,0.743806320251856,0.29,2017-10-30 17:08:59.556611
4098,6512bd,BTC,2017-10-30,BUY,5.30341379164053,0.30,2017-10-30 17:52:16.73843
4099,6512bd,ETH,2017-10-30,SELL,1.26700708331828,0.30,2017-10-30 19:28:29.185763
4100,6512bd,ETH,2017-10-30,BUY,2.08446385138725,0.30,2017-10-30 19:50:11.055367
4101,c81e72,ETH,2017-10-30,BUY,3.33543080736558,0.30,2017-10-30 20:05:53.445028
4102,6512bd,ETH,2017-10-30,SELL,0.560200136153277,0.30,2017-10-30 20:21:14.692961
4103,aab323,ETH,2017-10-31,BUY,6.01978654557367,0.30,2017-10-31 00:13:47.469719
4104,6512bd,BTC,2017-10-31,BUY,5.75598843063094,0.30,2017-10-31 00:17:31.014612
4105,c81e72,BTC,2017-10-31,BUY,0.107723171910301,0.16,2017-10-31 03:02:17.759363
4106,a87ff6,ETH,2017-10-31,BUY,3.19726691919495,0.30,2017-10-31 03:30:00.094931
4107,c20ad4,BTC,2017-10-31,BUY,4.13688720200394,0.30,2017-10-31 06:48:23.956606
4108,c81e72,BTC,2017-10-31,SELL,6.72218039086385,0.30,2017-10-31 12:14:41.718301
4109,c9f0f8,BTC,2017-10-31,BUY,9.0956278280645,0.30,2017-10-31 12:28:12.915122
4110,6512bd,ETH,2017-10-31,BUY,9.60983946205918,0.30,2017-10-31 13:45:08.081438
4111,eccbc8,ETH,2017-10-31,BUY,2.72909524160756,0.16,2017-10-31 15:07:03.796664
4112,d3d944,ETH,2017-10-31,BUY,0.357615722392204,0.26,2017-10-31 17:58:24.712146
4113,aab323,BTC,2017-10-31,BUY,1.47921243210089,0.30,2017-10-31 22:52:15.977909
4114,c81e72,BTC,2017-11-01,BUY,8.29920458389079,0.30,2017-11-01 01:15:40.473996
4115,c9f0f8,ETH,2017-11-01,BUY,8.94303989290197,0.30,2017-11-01 01:20:53.790439
4116,e4da3b,ETH,2017-11-01,BUY,3.07417811862987,0.30,2017-11-01 02:49:12.752964
4117,c20ad4,BTC,2017-11-01,BUY,7.22772976091665,0.30,2017-11-01 03:01:30.950339
4118,c9f0f8,BTC,2017-11-01,BUY,6.38865438598305,0.30,2017-11-01 06:16:45.203116
4119,45c48c,BTC,2017-11-01,BUY,9.78674965305782,0.03,2017-11-01 07:17:08.585109
4120,167909,ETH,2017-11-01,SELL,6.83985963309251,0.10,2017-11-01 08:03:06.134107
4121,c51ce4,ETH,2017-11-01,SELL,8.85801557610538,0.30,2017-11-01 09:40:46.229817
4122,d3d944,BTC,2017-11-01,SELL,6.30150904974311,0.30,2017-11-01 12:42:12.713671
4123,eccbc8,ETH,2017-11-01,BUY,1.28249023585393,0.30,2017-11-01 13:17:21.354043
4124,c9f0f8,BTC,2017-11-01,BUY,4.15630662932902,0.30,2017-11-01 13:30:03.620094
4125,c9f0f8,BTC,2017-11-01,BUY,8.29235300642122,0.30,2017-11-01 13:53:47.970736
4126,c51ce4,ETH,2017-11-01,BUY,3.83856643901463,0.30,2017-11-01 19:08:50.00203
4127,8f14e4,ETH,2017-11-02,SELL,3.1961077461693,0.30,2017-11-02 01:14:40.743546
4128,167909,BTC,2017-11-02,BUY,9.61480879924903,0.30,2017-11-02 01:26:43.791088
4129,aab323,BTC,2017-11-02,BUY,0.152045586350589,0.08,2017-11-02 01:51:00.661314
4130,e4da3b,BTC,2017-11-02,BUY,5.48920724125797,0.30,2017-11-02 02:42:17.117502
4131,a87ff6,ETH,2017-11-02,BUY,0.569595737923869,0.30,2017-11-02 04:01:05.451207
4132,c20ad4,ETH,2017-11-02,SELL,2.09282946316957,0.24,2017-11-02 06:38:37.890369
4133,167909,ETH,2017-11-02,BUY,6.0927973230535,0.30,2017-11-02 08:45:46.437328
4134,6512bd,BTC,2017-11-02,BUY,4.91164555373469,0.18,2017-11-02 10:12:11.923298
4135,eccbc8,BTC,2017-11-02,BUY,1.70059061515214,0.30,2017-11-02 11:17:41.237073
4136,c51ce4,BTC,2017-11-02,SELL,6.89520631370488,0.30,2017-11-02 12:19:48.97725
4137,167909,BTC,2017-11-02,BUY,6.96698344113141,0.20,2017-11-02 13:05:27.112861
4138,45c48c,BTC,2017-11-02,BUY,5.31674643698882,0.30,2017-11-02 15:16:27.811112
4139,aab323,BTC,2017-11-02,BUY,3.0722491268558,0.18,2017-11-02 16:41:56.845163
4140,c20ad4,BTC,2017-11-02,BUY,6.53996910988678,0.30,2017-11-02 17:38:10.905965
4141,c9f0f8,ETH,2017-11-02,BUY,8.89112449194361,0.30,2017-11-02 19:10:52.83113
4142,c20ad4,ETH,2017-11-02,BUY,5.90915236717823,0.15,2017-11-02 21:37:15.453869
4143,c20ad4,ETH,2017-11-02,BUY,3.47122600703113,0.30,2017-11-02 23:07:57.75145
4144,6512bd,ETH,2017-11-03,BUY,4.76494382380483,0.25,2017-11-03 03:26:19.549192
4145,a87ff6,ETH,2017-11-03,BUY,5.83829100853993,0.30,2017-11-03 03:47:00.482299
4146,c4ca42,ETH,2017-11-03,SELL,5.93028064421933,0.30,2017-11-03 04:35:41.352133
4147,c20ad4,BTC,2017-11-03,BUY,3.97630292179567,0.30,2017-11-03 07:03:24.187461
4148,c20ad4,ETH,2017-11-03,BUY,5.67125082531479,0.18,2017-11-03 07:53:44.161103
4149,c51ce4,ETH,2017-11-03,SELL,5.17627793488519,0.30,2017-11-03 08:22:46.555118
4150,aab323,ETH,2017-11-03,BUY,0.507183620504925,0.30,2017-11-03 09:15:51.236325
4151,d3d944,ETH,2017-11-03,BUY,4.53169907405655,0.30,2017-11-03 09:57:15.119125
4152,c81e72,ETH,2017-11-03,SELL,6.31705836457886,0.30,2017-11-03 10:51:20.18735
4153,6512bd,ETH,2017-11-03,BUY,5.91103277114815,0.30,2017-11-03 14:06:30.869577
4154,167909,BTC,2017-11-03,SELL,6.89969583226603,0.30,2017-11-03 15:14:27.439167
4155,c4ca42,ETH,2017-11-03,BUY,7.96852187576359,0.21,2017-11-03 16:32:27.963724
4156,a87ff6,BTC,2017-11-03,BUY,8.5173607496235,0.30,2017-11-03 16:51:36.539147
4157,c4ca42,ETH,2017-11-03,SELL,0.986848911801594,0.30,2017-11-03 18:20:46.383182
4158,c20ad4,ETH,2017-11-03,SELL,6.43091182920028,0.30,2017-11-03 22:31:27.771184
4159,c4ca42,BTC,2017-11-04,BUY,5.73488646915973,0.30,2017-11-04 00:05:18.51844
4160,167909,BTC,2017-11-04,BUY,9.46881195039087,0.05,2017-11-04 00:13:16.740184
4161,c4ca42,ETH,2017-11-04,BUY,1.10057446074311,0.30,2017-11-04 00:59:18.654869
4162,c4ca42,ETH,2017-11-04,SELL,9.51946899767744,0.09,2017-11-04 04:25:18.517613
4163,e4da3b,BTC,2017-11-04,BUY,4.37685852647878,0.30,2017-11-04 08:37:37.149931
4164,c20ad4,ETH,2017-11-04,BUY,1.23954463189651,0.30,2017-11-04 09:08:10.315351
4165,a87ff6,ETH,2017-11-04,BUY,9.32984695773708,0.30,2017-11-04 10:32:05.932047
4166,a87ff6,ETH,2017-11-04,BUY,5.07455411681452,0.27,2017-11-04 11:22:24.62652
